date,mean_temp,max_temp,min_temp,humidity,mean_rain_fall,mean_wind
14/1/2021,25.84,29.6,22.8,80.98,,6.18
15/1/2021,26.84,31.8,23.7,77.38,,
16/1/2021,26.97,31.6,23.8,81.74,,6.33
17/1/2021,27.09,32.3,24.2,77.53,,8.41
18/1/2021,26.34,29.3,24,71,,9.01
19/1/2021,26.3,30.3,23.2,73.98,,7.04
20/1/2021,26.43,30.7,23.3,77.44,,6.37
21/1/2021,26.23,32.1,23.3,82.17,,5.83
22/1/2021,26.13,32.6,22.7,84.76,,5.08
23/1/2021,25.99,31.7,22.6,84.92,,5.54
24/1/2021,26.42,32.6,22.5,81.55,,5.99
25/1/2021,27.05,32.6,24.1,81.58,,5.76
26/1/2021,27.15,32.8,23.6,77.29,,
27/1/2021,26.79,32,23.5,81.29,,5.53
28/1/2021,26.12,31.4,23.1,85.57,,6.05
29/1/2021,26.86,32,23.3,77.27,,7.1
30/1/2021,26.88,31.9,23.6,75.96,,7.37
31/1/2021,26.6,31.3,23.4,80.44,,6.44
1/2/2021,26.9,31.6,23.8,81.57,,6.95
2/2/2021,27.08,31.6,24.3,79.22,,7.17
3/2/2021,27.06,32.3,24,76.35,,7.04
4/2/2021,26.87,32.4,23.6,72.24,,
5/2/2021,27.04,33,22.9,77.07,,6.89
6/2/2021,27.69,33.2,24.7,75.56,,7.7
7/2/2021,27.78,34,23.8,73.96,,7.18
8/2/2021,27.49,33.4,24.3,77.3,,7.31
9/2/2021,27.55,33.9,24.1,77.9,,6.03
10/2/2021,27.22,32.1,24,80.54,,5.84
11/2/2021,27.29,33.3,23.9,79.81,,6.28
12/2/2021,27.17,32.4,23.8,80.13,,6.88
13/2/2021,27.15,32.4,24.1,78.88,,6.71
14/2/2021,26.95,31.7,24.5,79.08,,7.11
15/2/2021,26.9,32,24,72.99,,7.35
16/2/2021,26.81,32,23.6,71.95,,7.04
17/2/2021,26.93,32.7,23.4,69.15,,7.42
18/2/2021,26.8,33.1,22.6,67.04,,8.52
19/2/2021,26.89,32.1,24,70.88,,8.65
20/2/2021,26.91,32,23.8,74.63,,8.44
21/2/2021,26.94,32.5,24,76.08,,7.66
22/2/2021,27.17,33,23.8,69.86,,7.35
23/2/2021,27.1,34,23,71.11,,6.64
24/2/2021,26.64,31.3,23.6,76.6,,5.75
25/2/2021,27.54,34.8,23.5,74.81,,5.73
26/2/2021,28.05,35.9,24,74.18,,5.37
27/2/2021,28.56,35.4,25.1,73.89,,4.79
28/2/2021,28.28,35.6,24.6,73.72,,5.24
1/3/2021,28.24,35.1,25,75.82,,5.47
2/3/2021,28.19,34.7,24.5,73.23,,6.62
3/3/2021,28.49,34.6,25,70.79,,6.04
4/3/2021,28.59,35.2,24.8,74.41,,6.6
5/3/2021,28.83,34.5,25.9,75.14,,6.36
6/3/2021,28.28,34.2,23.1,78.31,,6.81
7/3/2021,26.12,33.6,22.8,87.12,,5.01
8/3/2021,27.4,35.6,22.3,76.64,,5.07
9/3/2021,27.83,33.7,23.6,72.6,,6.82
10/3/2021,28.06,34.6,23.3,71.19,,6.67
11/3/2021,28.04,33.1,23.7,75.18,,6.8
12/3/2021,26.64,32.2,21.9,84.38,,4.36
13/3/2021,26.86,34.1,23.1,83.44,,4.42
14/3/2021,27.48,33.2,24.4,82.56,,4.37
15/3/2021,27.59,33.3,22.8,81.66,,4.71
16/3/2021,27.82,33.4,24,81.18,,4.26
17/3/2021,27.16,34.4,22.8,84.38,,3.63
18/3/2021,27.2,34.3,22.7,84.92,,3.76
19/3/2021,28.35,35.5,24.4,78.25,,3.97
20/3/2021,27.83,33.6,23.1,81.48,,4.14
21/3/2021,28.05,35.5,23.4,80.51,,4.2
22/3/2021,28.35,34.6,24.3,77.53,,5.71
23/3/2021,27.23,33.4,23.2,84.38,,4.83
24/3/2021,25.9,32.4,23.6,91.49,,3.8
25/3/2021,26.27,30,23.6,88.75,,4.28
26/3/2021,28.36,34.7,24.5,77.43,,4.69
27/3/2021,26.87,32.3,22.9,83.49,,4.04
28/3/2021,28.13,34.4,23.7,79.48,,3.4
29/3/2021,26.8,32.6,22.2,88.63,,3.83
30/3/2021,28.06,34.9,24.3,81.79,,3.7
31/3/2021,28.52,34.3,22.6,72.21,,
1/4/2021,30.05,34.4,25.5,63.67,,5.39
2/4/2021,29,36,23.2,78.12,,4.01
3/4/2021,27.83,35,23.3,84.15,,3.72
4/4/2021,27.45,32.8,22.5,86.33,,3.92
5/4/2021,27,34,22.1,86.71,,3.68
6/4/2021,27.67,33.7,23.9,83.59,,4.03
7/4/2021,28.55,35.1,23.6,75.96,,5.07
8/4/2021,28.05,35.3,24.2,77.57,,4.1
9/4/2021,27.96,34.3,23.7,81.48,,4.03
10/4/2021,28.94,34.7,24.7,76.47,,4.28
